statisticName,value,count,date_time
HI2_SENT_LEMF,847,17,2025-02-05T13:23:02
HI3_SENT_LEMF,396174,13,2025-02-05T13:23:02
HI2_SENT_NOT_LEMF,847,1127,2025-02-05T13:23:02
HI3_SENT_NOT_LEMF,396170,333,2025-02-05T13:23:02
X2_DEDUPLICATED_CIMS,645,1654,2025-02-05T13:23:02
X3_DEDUPLICATED_CIMS,82284,480,2025-02-05T13:23:02
X2_RECEIVED_CIMS,818,4086,2025-02-05T13:23:02
X2_RECEIVED_5GC,349,769,2025-02-05T13:23:02
X3_RECEIVED_CIMS,91786,2146,2025-02-05T13:23:02
X3_RECEIVED_5GC,87233,171,2025-02-05T13:23:02
HI2_SENT,1694,1144,2025-02-05T13:23:02
HI3_SENT,792344,346,2025-02-05T13:23:02
X2_RECEIVED,1167,4855,2025-02-05T13:23:02
X3_RECEIVED,179019,2317,2025-02-05T13:23:02
X2_RECEIVED_MME_5GC,28,277,2025-02-05T13:23:02
X2_RECEIVED_SMF_5GC,306,427,2025-02-05T13:23:02
X3_RECEIVED_UPF_5GC,87233,171,2025-02-05T13:23:02
svc-catania-amf-x2-receiver-1-68fj4,4,9,2025-02-05T13:23:02
svc-catania-amf-x2-receiver-1-6d7xb,10,50,2025-02-05T13:23:02
svc-catania-amf-x2-receiver-1-l25xm,1,6,2025-02-05T13:23:02
svc-catania-cims-x2-receiver-2-ksqtz,248,1402,2025-02-05T13:23:02
svc-catania-cims-x2-receiver-2-kz9jd,119,1235,2025-02-05T13:23:02
svc-catania-cims-x2-receiver-2-mclh6,451,1449,2025-02-05T13:23:02
svc-catania-cims-x3-receiver-1-5xqh7,10690,306,2025-02-05T13:23:02
svc-catania-cims-x3-receiver-1-b9vsb,22299,429,2025-02-05T13:23:02
svc-catania-cims-x3-receiver-1-d6t6x,25580,412,2025-02-05T13:23:02
svc-catania-cims-x3-receiver-1-fsxwz,6302,378,2025-02-05T13:23:02
svc-catania-cims-x3-receiver-1-n94lk,26915,422,2025-02-05T13:23:02
