statisticName,value,count,date_time
HI2_SENT_LEMF,800,17,2025-02-05T13:08:15
HI3_SENT_LEMF,217682,13,2025-02-05T13:08:15
HI2_SENT_NOT_LEMF,800,1120,2025-02-05T13:08:15
HI3_SENT_NOT_LEMF,217680,332,2025-02-05T13:08:15
X2_DEDUPLICATED_CIMS,707,1649,2025-02-05T13:08:15
X3_DEDUPLICATED_CIMS,45555,480,2025-02-05T13:08:15
X2_RECEIVED_CIMS,889,4072,2025-02-05T13:08:15
X2_RECEIVED_5GC,407,763,2025-02-05T13:08:15
X3_RECEIVED_CIMS,73770,2142,2025-02-05T13:08:15
X3_RECEIVED_5GC,207849,170,2025-02-05T13:08:15
HI2_SENT,1600,1137,2025-02-05T13:08:15
HI3_SENT,435362,345,2025-02-05T13:08:15
X2_RECEIVED,1296,4835,2025-02-05T13:08:15
X3_RECEIVED,281619,2312,2025-02-05T13:08:15
X2_RECEIVED_MME_5GC,36,276,2025-02-05T13:08:15
X2_RECEIVED_SMF_5GC,355,422,2025-02-05T13:08:15
X3_RECEIVED_UPF_5GC,207849,170,2025-02-05T13:08:15
svc-catania-amf-x2-receiver-1-68fj4,10,9,2025-02-05T13:08:15
svc-catania-amf-x2-receiver-1-6d7xb,5,50,2025-02-05T13:08:15
svc-catania-amf-x2-receiver-1-l25xm,1,6,2025-02-05T13:08:15
svc-catania-cims-x2-receiver-2-ksqtz,233,1399,2025-02-05T13:08:15
svc-catania-cims-x2-receiver-2-kz9jd,310,1228,2025-02-05T13:08:15
svc-catania-cims-x2-receiver-2-mclh6,346,1445,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-5xqh7,0,306,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-b9vsb,29128,429,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-d6t6x,11498,412,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-fsxwz,3870,376,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-n94lk,29274,422,2025-02-05T13:08:15
svc-catania-cims-x3-receiver-1-pstrw,0,197,2025-02-05T13:08:15
svc-catania-delivery-function-0,943798,1494,2025-02-05T13:08:15
svc-catania-handover-manager-0,46262,2129,2025-02-05T13:08:15
svc-catania-mme-x2-receiver-1-85ddf,25,190,2025-02-05T13:08:15
svc-catania-mme-x2-receiver-1-mzgcn,2,36,2025-02-05T13:08:15
svc-catania-mme-x2-receiver-1-tfmw7,9,50,2025-02-05T13:08:15
svc-catania-smf-x2-receiver-1-8rnlk,106,116,2025-02-05T13:08:15
svc-catania-smf-x2-receiver-1-9hbd8,157,190,2025-02-05T13:08:15
svc-catania-smf-x2-receiver-1-jl48r,92,116,2025-02-05T13:08:15
svc-catania-upf-x3-receiver-1-5rh6d,46088,79,2025-02-05T13:08:15
svc-catania-upf-x3-receiver-1-dhxfg,143536,60,2025-02-05T13:08:15
svc-catania-upf-x3-receiver-1-md9g2,18225,31,2025-02-05T13:08:15
HI2_PDU_BUFFERED_PER_LEMF_AFP_PRIMARY,0,1,2025-02-05T13:08:15
HI2_PDU_BUFFERED_PER_LEMF_NSWPOL_PHQ,0,1,2025-02-05T13:08:15
HI2_PDU_BUFFERED_PER_LEMF_WAPOL_PRIMARY,-1,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_ACIC_PRIMARY,0,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_AFP_PRIMARY,515157,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_LA_ACT,-1,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_NSWCC_ATLECC,-2,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_NSWLECC_PRIMARY,-2017,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_NSWPOL_PHQ,-1707,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_NSWPOL_SPC,-1725,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_SAPOL_PRIMARY,-928,1,2025-02-05T13:08:15
HI3_PDU_BUFFERED_PER_LEMF_WAPOL_PRIMARY,-1940,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_ACIC_PRIMARY,42,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_AFP_PRIMARY,75,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_LA_ACT,10,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NSWCC_ATLECC,36,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NSWICAC_PRIMARY,19,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NSWLECC_PRIMARY,0,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NSWPOL_PHQ,108,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NSWPOL_SPC,36,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_NTPOL_PRIMARY,51,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_QLDPOL_PRIMARY,130,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_SAICAC_SAICAC,0,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_SAPOL_PRIMARY,14,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_Telstra_LEMF1,69,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_VICIBAC_PRIMARY,0,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_VICPOL_PRIMARY,121,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_WACCC_PRIMARY,0,1,2025-02-05T13:08:15
HI2_PDU_SENT_PER_LEMF_WAPOL_PRIMARY,89,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_ACIC_PRIMARY,217,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_AFP_PRIMARY,64105,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_LA_ACT,96971,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_NSWCC_ATLECC,1746,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_NSWLECC_PRIMARY,0,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_NSWPOL_PHQ,22629,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_NSWPOL_SPC,21447,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_NTPOL_PRIMARY,950,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_QLDPOL_PRIMARY,59,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_SAPOL_PRIMARY,47,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_Telstra_LEMF1,763,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_VICPOL_PRIMARY,90,1,2025-02-05T13:08:15
HI3_PDU_SENT_PER_LEMF_WAPOL_PRIMARY,8658,1,2025-02-05T13:08:15
NEW_INDEX_COUNT,0,0,2025-02-05T13:08:15
RESET_INDEX_COUNT,3,0,2025-02-05T13:08:15
