statisticName,value,count,date_time
HI3_PDU_BUFFERED_PER_LEMF_AFP_PRIMARY,611689,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_LA_ACT,-1,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_NSWCC_ATLECC,-2,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_NSWLECC_PRIMARY,-2017,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_NSWPOL_PHQ,-1707,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_NSWPOL_SPC,-1725,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_SAPOL_PRIMARY,-928,1,2025-02-05T13:19:52
HI3_PDU_BUFFERED_PER_LEMF_WAPOL_PRIMARY,-1940,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_ACIC_PRIMARY,31,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_AFP_PRIMARY,110,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_LA_ACT,22,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NSWCC_ATLECC,4,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NSWICAC_PRIMARY,0,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NSWLECC_PRIMARY,0,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NSWPOL_PHQ,102,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NSWPOL_SPC,63,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_NTPOL_PRIMARY,31,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_QLDPOL_PRIMARY,210,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_SAICAC_SAICAC,0,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_SAPOL_PRIMARY,14,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_Telstra_LEMF1,39,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_VICIBAC_PRIMARY,0,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_VICPOL_PRIMARY,98,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_WACCC_PRIMARY,0,1,2025-02-05T13:19:52
HI2_PDU_SENT_PER_LEMF_WAPOL_PRIMARY,60,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_ACIC_PRIMARY,9074,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_AFP_PRIMARY,98998,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_LA_ACT,51668,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_NSWCC_ATLECC,240,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_NSWLECC_PRIMARY,0,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_NSWPOL_PHQ,12026,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_NSWPOL_SPC,46126,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_NTPOL_PRIMARY,1129,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_QLDPOL_PRIMARY,10155,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_SAPOL_PRIMARY,0,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_Telstra_LEMF1,199,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_VICPOL_PRIMARY,1491,1,2025-02-05T13:19:52
HI3_PDU_SENT_PER_LEMF_WAPOL_PRIMARY,5727,1,2025-02-05T13:19:52
NEW_INDEX_COUNT,2,0,2025-02-05T13:19:52
RESET_INDEX_COUNT,5,0,2025-02-05T13:19:52
