statisticName,value,count,date_time
HI2_SENT_LEMF,699,17,2025-02-05T13:09:11
HI3_SENT_LEMF,240064,13,2025-02-05T13:09:11
HI2_SENT_NOT_LEMF,699,1120,2025-02-05T13:09:11
HI3_SENT_NOT_LEMF,240066,332,2025-02-05T13:09:11
X2_DEDUPLICATED_CIMS,645,1649,2025-02-05T13:09:11
X3_DEDUPLICATED_CIMS,66351,480,2025-02-05T13:09:11
X2_RECEIVED_CIMS,963,4072,2025-02-05T13:09:11
X2_RECEIVED_5GC,267,763,2025-02-05T13:09:11
X3_RECEIVED_CIMS,78250,2142,2025-02-05T13:09:11
X3_RECEIVED_5GC,187710,170,2025-02-05T13:09:11
HI2_SENT,1398,1137,2025-02-05T13:09:11
HI3_SENT,480130,345,2025-02-05T13:09:11
X2_RECEIVED,1230,4835,2025-02-05T13:09:11
X3_RECEIVED,265960,2312,2025-02-05T13:09:11
X2_RECEIVED_MME_5GC,29,276,2025-02-05T13:09:11
X2_RECEIVED_SMF_5GC,233,422,2025-02-05T13:09:11
X3_RECEIVED_UPF_5GC,187710,170,2025-02-05T13:09:11
svc-catania-amf-x2-receiver-1-68fj4,0,9,2025-02-05T13:09:11
svc-catania-amf-x2-receiver-1-6d7xb,5,50,2025-02-05T13:09:11
svc-catania-amf-x2-receiver-1-l25xm,0,6,2025-02-05T13:09:11
svc-catania-cims-x2-receiver-2-ksqtz,251,1399,2025-02-05T13:09:11
svc-catania-cims-x2-receiver-2-kz9jd,380,1228,2025-02-05T13:09:11
svc-catania-cims-x2-receiver-2-mclh6,332,1445,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-5xqh7,383,306,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-b9vsb,32608,429,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-d6t6x,21668,412,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-fsxwz,574,376,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-n94lk,22964,422,2025-02-05T13:09:11
svc-catania-cims-x3-receiver-1-pstrw,53,197,2025-02-05T13:09:11
svc-catania-delivery-function-0,539141,1494,2025-02-05T13:09:11
svc-catania-handover-manager-0,66996,2129,2025-02-05T13:09:11
svc-catania-mme-x2-receiver-1-85ddf,26,190,2025-02-05T13:09:11
svc-catania-mme-x2-receiver-1-mzgcn,1,36,2025-02-05T13:09:11
svc-catania-mme-x2-receiver-1-tfmw7,2,50,2025-02-05T13:09:11
svc-catania-smf-x2-receiver-1-8rnlk,59,116,2025-02-05T13:09:11
svc-catania-smf-x2-receiver-1-9hbd8,174,190,2025-02-05T13:09:11
svc-catania-smf-x2-receiver-1-jl48r,0,116,2025-02-05T13:09:11
svc-catania-upf-x3-receiver-1-5rh6d,46507,79,2025-02-05T13:09:11
svc-catania-upf-x3-receiver-1-dhxfg,132744,60,2025-02-05T13:09:11
svc-catania-upf-x3-receiver-1-md9g2,8459,31,2025-02-05T13:09:11
